soc_Rob0,soc_Rob1,soc_Rob2,soc_Rob3
67.92518299,67.92518299,67.92518299,67.92518299
67.28760602,67.28760602,67.28760602,67.28760602
66.65002905,66.65002905,66.65002905,66.65002905
66.01245208,66.01245208,66.01245208,66.01245208
65.37487511,65.37487511,65.37487511,65.37487511
64.73729814,64.73729814,64.73729814,64.73729814
64.09972117,64.09972117,64.09972117,64.09972117
63.4621442,63.4621442,63.4621442,63.4621442
62.82456723,62.82456723,62.82456723,62.82456723
62.18699026,62.18699026,62.18699026,62.18699026
61.5494133,61.5494133,61.5494133,61.5494133
60.91183633,60.91183633,60.91183633,60.91183633
60.27425936,60.27425936,60.27425936,60.27425936
59.63668239,59.63668239,59.63668239,59.63668239
58.99910542,58.99910542,58.99910542,58.99910542
58.36152845,58.36152845,58.36152845,58.36152845
57.72395148,57.72395148,57.72395148,57.72395148
57.08432201,57.08432201,57.08432201,57.08432201
56.44469253,56.44469253,56.44469253,56.44469253
55.80506306,55.80506306,55.80506306,55.80506306
55.16543358,55.16543358,55.16543358,55.16543358
54.52580411,54.52580411,54.52580411,54.52580411
53.88617464,53.88617464,53.88617464,53.88617464
53.24654516,53.24654516,53.24654516,53.24654516
52.60691569,52.60691569,52.60691569,52.60691569
51.96728621,51.96728621,51.96728621,51.96728621
51.32765674,51.32765674,51.32765674,51.32765674
50.68802726,50.68802726,50.68802726,50.68802726
50.04839779,50.04839779,50.04839779,50.04839779
49.40876832,49.40876832,49.40876832,49.40876832
48.76913884,48.76913884,48.76913884,48.76913884
48.12950937,48.12950937,48.12950937,48.12950937
47.48987989,47.48987989,47.48987989,47.48987989
46.85025042,46.85025042,46.85025042,46.85025042
46.21062094,46.21062094,46.21062094,46.21062094
45.57099147,45.57099147,45.57099147,45.57099147
44.931362,44.931362,44.931362,44.931362
44.29173252,44.29173252,44.29173252,44.29173252
43.65210305,43.65210305,43.65210305,43.65210305
43.01247357,43.01247357,43.01247357,43.01247357
42.3728441,42.3728441,42.3728441,42.3728441
41.73321462,41.73321462,41.73321462,41.73321462
41.09358515,41.09358515,41.09358515,41.09358515
40.45395568,40.45395568,40.45395568,40.45395568
39.8143262,39.8143262,39.8143262,39.8143262
39.17469673,39.17469673,39.17469673,39.17469673
38.53506725,38.53506725,38.53506725,38.53506725
37.83821669,37.83821669,37.83821669,37.83821669
37.14136613,37.14136613,37.14136613,37.14136613
36.44451557,36.44451557,36.44451557,36.44451557
35.74766501,35.74766501,35.74766501,35.74766501
35.05081445,35.05081445,35.05081445,35.05081445
34.35396389,34.35396389,34.35396389,34.35396389
33.65711333,33.65711333,33.65711333,33.65711333
32.96026276,32.96026276,32.96026276,32.96026276
32.2634122,32.2634122,32.2634122,32.2634122
31.56656164,31.56656164,31.56656164,31.56656164
30.86971108,30.86971108,30.86971108,30.86971108
30.17286052,30.17286052,30.17286052,30.17286052
29.47600996,29.47600996,29.47600996,29.47600996
28.7791594,28.7791594,28.7791594,28.7791594
28.08230884,28.08230884,28.08230884,28.08230884
27.38545828,27.38545828,27.38545828,27.38545828
26.68860771,26.68860771,26.68860771,26.68860771
25.99175715,25.99175715,25.99175715,25.99175715
25.29490659,25.29490659,25.29490659,25.29490659
24.65801379,24.65801379,24.65801379,24.65801379
24.02112099,24.02112099,24.02112099,24.02112099
23.38422819,23.38422819,23.38422819,23.38422819
22.74733539,22.74733539,22.74733539,22.74733539
22.11044259,22.11044259,22.11044259,22.11044259
21.47354979,21.47354979,21.47354979,21.47354979
20.83665699,20.83665699,20.83665699,20.83665699
20.19976419,20.19976419,20.19976419,20.19976419
19.56287139,19.56287139,19.56287139,19.56287139
18.92597859,18.92597859,18.92597859,18.92597859
18.28908579,18.28908579,18.28908579,18.28908579
17.65219299,17.65219299,17.65219299,17.65219299
17.01530019,17.01530019,17.01530019,17.01530019
16.37840739,16.37840739,16.37840739,16.37840739
15.74151459,15.74151459,15.74151459,15.74151459
15.10462179,15.10462179,15.10462179,15.10462179
14.46772899,14.46772899,14.46772899,14.46772899
13.83083619,13.83083619,13.83083619,13.83083619
13.19394339,13.19394339,13.19394339,13.19394339
12.55705059,12.55705059,12.55705059,12.55705059
11.92015779,11.92015779,11.92015779,11.92015779
11.28326499,11.28326499,11.28326499,11.28326499
10.64637219,10.64637219,10.64637219,10.64637219
10.00947939,10.00947939,10.00947939,10.00947939
9.372586592,9.372586592,9.372586592,9.372586592
8.735693792,8.735693792,8.735693792,8.735693792
8.098800992,8.098800992,8.098800992,8.098800992
7.461908192,7.461908192,7.461908192,7.461908192
6.825015392,6.825015392,6.825015392,6.825015392
6.188122592,6.188122592,6.188122592,6.188122592
5.551229792,5.551229792,5.551229792,5.551229792
4.914336992,4.914336992,4.914336992,4.914336992
4.277444192,4.277444192,4.277444192,4.277444192
3.640551392,3.640551392,3.640551392,3.640551392
3.003658592,3.003658592,3.003658592,3.003658592
2.366765792,2.366765792,2.366765792,2.366765792
1.729872992,1.729872992,1.729872992,1.729872992
4.729872992,4.729872992,4.729872992,4.729872992
7.729872992,7.729872992,7.729872992,7.729872992
10.72987299,10.72987299,10.72987299,10.72987299
13.72987299,13.72987299,13.72987299,13.72987299
16.72987299,16.72987299,16.72987299,16.72987299
19.72987299,19.72987299,19.72987299,19.72987299
22.72987299,22.72987299,22.72987299,22.72987299
25.72987299,25.72987299,25.72987299,25.72987299
28.72987299,28.72987299,28.72987299,28.72987299
31.72987299,31.72987299,31.72987299,31.72987299
34.72987299,34.72987299,34.72987299,34.72987299
37.72987299,37.72987299,37.72987299,37.72987299
